text,cleaning,case_folding,tokenizing,normalisasi,label
BTR main tabrak sih gila,BTR main tabrak sih gila,btr main tabrak sih gila,"['btr', 'main', 'tabrak', 'sih', 'gila']","['btr', 'main', 'tabrak', 'sih', 'gila']",Non-Toxic
Congratulations BTR,Congratulations BTR,congratulations btr,"['congratulations', 'btr']","['congratulations', 'btr']",Non-Toxic
"Njir lah, padahal gua masih ngarep onic menang, tapi ya... Congrats ya buat BTR, yang memang pantes kok jadi juaranya 😊😊😊",Njir lah padahal gua masih ngarep onic menang tapi ya Congrats ya buat BTR yang memang pantes kok jadi juaranya,njir lah padahal gua masih ngarep onic menang tapi ya congrats ya buat btr yang memang pantes kok jadi juaranya,"['njir', 'lah', 'padahal', 'gua', 'masih', 'ngarep', 'onic', 'menang', 'tapi', 'ya', 'congrats', 'ya', 'buat', 'btr', 'yang', 'memang', 'pantes', 'kok', 'jadi', 'juaranya']","['njir', 'lah', 'padahal', 'gue', 'masih', 'ngarep', 'onic', 'menang', 'tapi', 'ya', 'congrats', 'ya', 'buat', 'btr', 'yang', 'memang', 'pantes', 'kok', 'jadi', 'juaranya']",Non-Toxic
1 mpl indo senang bukan landak lagi yg juara😂,mpl indo senang bukan landak lagi yg juara,mpl indo senang bukan landak lagi yg juara,"['mpl', 'indo', 'senang', 'bukan', 'landak', 'lagi', 'yg', 'juara']","['mpl', 'indo', 'senang', 'bukan', 'landak', 'lagi', 'yang', 'juara']",Non-Toxic
Congrats BTR🥇🏆,Congrats BTR,congrats btr,"['congrats', 'btr']","['congrats', 'btr']",Non-Toxic
CONGRATS BTR,CONGRATS BTR,congrats btr,"['congrats', 'btr']","['congrats', 'btr']",Non-Toxic
Akhirnya bukan onic yg juara,Akhirnya bukan onic yg juara,akhirnya bukan onic yg juara,"['akhirnya', 'bukan', 'onic', 'yg', 'juara']","['akhirnya', 'bukan', 'onic', 'yang', 'juara']",Non-Toxic
"Btw yg tdi brisik di komentar live itu fansnya tim yg gk lolos po kan wkwkwk😅😂

btw selamat buat bigetron atas juaranya🎉🏆",Btw yg tdi brisik di komentar live itu fansnya tim yg gk lolos po kan wkwkwk btw selamat buat bigetron atas juaranya,btw yg tdi brisik di komentar live itu fansnya tim yg gk lolos po kan wkwkwk btw selamat buat bigetron atas juaranya,"['btw', 'yg', 'tdi', 'brisik', 'di', 'komentar', 'live', 'itu', 'fansnya', 'tim', 'yg', 'gk', 'lolos', 'po', 'kan', 'wkwkwk', 'btw', 'selamat', 'buat', 'bigetron', 'atas', 'juaranya']","['btw', 'yang', 'tdi', 'brisik', 'di', 'komentar', 'live', 'itu', 'fansnya', 'tim', 'yang', 'tidak', 'lolos', 'po', 'kan', 'wkwkwk', 'btw', 'selamat', 'buat', 'bigetron', 'atas', 'juaranya']",Non-Toxic
33:39 itu vino ngapain jir 😹,itu vino ngapain jir,itu vino ngapain jir,"['itu', 'vino', 'ngapain', 'jir']","['itu', 'vino', 'ngapain', 'jir']",Non-Toxic
mirip rrq yg win streakk trus dikalahin tlid di play off😂,mirip rrq yg win streakk trus dikalahin tlid di play off,mirip rrq yg win streakk trus dikalahin tlid di play off,"['mirip', 'rrq', 'yg', 'win', 'streakk', 'trus', 'dikalahin', 'tlid', 'di', 'play', 'off']","['mirip', 'rrq', 'yang', 'win', 'streakk', 'trus', 'dikalahin', 'tlid', 'di', 'play', 'off']",Non-Toxic
Gw sebagai fans obby bangga ama btr,Gw sebagai fans obby bangga ama btr,gw sebagai fans obby bangga ama btr,"['gw', 'sebagai', 'fans', 'obby', 'bangga', 'ama', 'btr']","['gue', 'sebagai', 'fans', 'obby', 'bangga', 'ama', 'btr']",Non-Toxic
"Udah dibilang, eman lebih jago dari kelra , adapun jungler, yg jago di mpl indo mah, Nnael ama alberto yg bisa bersaing, kairul mah udh habis prime nya",Udah dibilang eman lebih jago dari kelra adapun jungler yg jago di mpl indo mah Nnael ama alberto yg bisa bersaing kairul mah udh habis prime nya,udah dibilang eman lebih jago dari kelra adapun jungler yg jago di mpl indo mah nnael ama alberto yg bisa bersaing kairul mah udh habis prime nya,"['udah', 'dibilang', 'eman', 'lebih', 'jago', 'dari', 'kelra', 'adapun', 'jungler', 'yg', 'jago', 'di', 'mpl', 'indo', 'mah', 'nnael', 'ama', 'alberto', 'yg', 'bisa', 'bersaing', 'kairul', 'mah', 'udh', 'habis', 'prime', 'nya']","['udah', 'dibilang', 'eman', 'lebih', 'jago', 'dari', 'kelra', 'adapun', 'jungler', 'yang', 'jago', 'di', 'mpl', 'indo', 'mah', 'nnael', 'ama', 'alberto', 'yang', 'bisa', 'bersaing', 'kairul', 'mah', 'sudah', 'habis', 'prime', 'nya']",Non-Toxic
congrats kinggg❤❤❤,congrats kinggg,congrats kinggg,"['congrats', 'kinggg']","['congrats', 'kinggg']",Non-Toxic
"Aku malah fokus nnael dan ko ed, kyk LG kenapa gitu. Apa firasat ku aja.😂😂",Aku malah fokus nnael dan ko ed kyk LG kenapa gitu Apa firasat ku aja,aku malah fokus nnael dan ko ed kyk lg kenapa gitu apa firasat ku aja,"['aku', 'malah', 'fokus', 'nnael', 'dan', 'ko', 'ed', 'kyk', 'lg', 'kenapa', 'gitu', 'apa', 'firasat', 'ku', 'aja']","['aku', 'malah', 'fokus', 'nnael', 'dan', 'ko', 'ed', 'kyk', 'lg', 'kenapa', 'gitu', 'apa', 'firasat', 'ku', 'saja']",Non-Toxic
Gila2 dres item mulusnyaaa,Gila dres item mulusnyaaa,gila dres item mulusnyaaa,"['gila', 'dres', 'item', 'mulusnyaaa']","['gila', 'dres', 'item', 'mulusnyaaa']",Non-Toxic
Apakah liga tani onic tamat?,Apakah liga tani onic tamat,apakah liga tani onic tamat,"['apakah', 'liga', 'tani', 'onic', 'tamat']","['apakah', 'liga', 'tani', 'onic', 'tamat']",Non-Toxic
Moreno damage nya ga ada obat njir kwkw,Moreno damage nya ga ada obat njir kwkw,moreno damage nya ga ada obat njir kwkw,"['moreno', 'damage', 'nya', 'ga', 'ada', 'obat', 'njir', 'kwkw']","['moreno', 'damage', 'nya', 'tidak', 'ada', 'obat', 'njir', 'kwkw']",Non-Toxic
Congrats BTR 🎉,Congrats BTR,congrats btr,"['congrats', 'btr']","['congrats', 'btr']",Non-Toxic
Onic kl vs btr kalah biasa aja tp kl vs rrq kalah nangis semua pemainya,Onic kl vs btr kalah biasa aja tp kl vs rrq kalah nangis semua pemainya,onic kl vs btr kalah biasa aja tp kl vs rrq kalah nangis semua pemainya,"['onic', 'kl', 'vs', 'btr', 'kalah', 'biasa', 'aja', 'tp', 'kl', 'vs', 'rrq', 'kalah', 'nangis', 'semua', 'pemainya']","['onic', 'kalau', 'vs', 'btr', 'kalah', 'biasa', 'saja', 'tapi', 'kalau', 'vs', 'rrq', 'kalah', 'nangis', 'semua', 'pemainya']",Non-Toxic
ngak sia sia btr dapat tiket playoff,ngak sia sia btr dapat tiket playoff,ngak sia sia btr dapat tiket playoff,"['ngak', 'sia', 'sia', 'btr', 'dapat', 'tiket', 'playoff']","['ngak', 'sia', 'sia', 'btr', 'dapat', 'tiket', 'playoff']",Non-Toxic
BTR ni aneh banget sumpah dah tau tau juara aja tim paling gak stabil,BTR ni aneh banget sumpah dah tau tau juara aja tim paling gak stabil,btr ni aneh banget sumpah dah tau tau juara aja tim paling gak stabil,"['btr', 'ni', 'aneh', 'banget', 'sumpah', 'dah', 'tau', 'tau', 'juara', 'aja', 'tim', 'paling', 'gak', 'stabil']","['btr', 'ni', 'aneh', 'banget', 'sumpah', 'sudah', 'tau', 'tau', 'juara', 'saja', 'tim', 'paling', 'tidak', 'stabil']",Non-Toxic
"Congrats🎉🎊
Itu di upper hampir btr 2-0 onic gegabah jir harith kelra dipastikan dievaluasi. 
Begini masuk final dari lower susah payah sekalian juara kata moreno🤫🥳😘",Congrats Itu di upper hampir btr onic gegabah jir harith kelra dipastikan dievaluasi Begini masuk final dari lower susah payah sekalian juara kata moreno,congrats itu di upper hampir btr onic gegabah jir harith kelra dipastikan dievaluasi begini masuk final dari lower susah payah sekalian juara kata moreno,"['congrats', 'itu', 'di', 'upper', 'hampir', 'btr', 'onic', 'gegabah', 'jir', 'harith', 'kelra', 'dipastikan', 'dievaluasi', 'begini', 'masuk', 'final', 'dari', 'lower', 'susah', 'payah', 'sekalian', 'juara', 'kata', 'moreno']","['congrats', 'itu', 'di', 'upper', 'hampir', 'btr', 'onic', 'gegabah', 'jir', 'harith', 'kelra', 'dipastikan', 'dievaluasi', 'begini', 'masuk', 'final', 'dari', 'lower', 'susah', 'payah', 'sekalian', 'juara', 'kata', 'moreno']",Toxic
YG PENTING PAS Play-off STABIL KGK PECAH PECAH WKWKWKWK,YG PENTING PAS Playoff STABIL KGK PECAH PECAH WKWKWKWK,yg penting pas playoff stabil kgk pecah pecah wkwkwkwk,"['yg', 'penting', 'pas', 'playoff', 'stabil', 'kgk', 'pecah', 'pecah', 'wkwkwkwk']","['yang', 'penting', 'pas', 'playoff', 'stabil', 'kgk', 'pecah', 'pecah', 'wkwkwkwk']",Non-Toxic
Akhirnya puas banget liat ONIC kalah,Akhirnya puas banget liat ONIC kalah,akhirnya puas banget liat onic kalah,"['akhirnya', 'puas', 'banget', 'liat', 'onic', 'kalah']","['akhirnya', 'puas', 'banget', 'liat', 'onic', 'kalah']",Non-Toxic
"Congrats BTR
salam dari sonic",Congrats BTR salam dari sonic,congrats btr salam dari sonic,"['congrats', 'btr', 'salam', 'dari', 'sonic']","['congrats', 'btr', 'salam', 'dari', 'sonic']",Non-Toxic
Final paling sedikit recall2 nya 😂..,Final paling sedikit recall nya,final paling sedikit recall nya,"['final', 'paling', 'sedikit', 'recall', 'nya']","['final', 'paling', 'sedikit', 'recall', 'nya']",Non-Toxic
Kelas jir Btr congrats,Kelas jir Btr congrats,kelas jir btr congrats,"['kelas', 'jir', 'btr', 'congrats']","['kelas', 'jir', 'btr', 'congrats']",Non-Toxic
congratulations,congratulations,congratulations,['congratulations'],['congratulations'],Non-Toxic
Skylar ga ngapa2in udah angkat piala nya duluan hahahahahhhhh🤩,Skylar ga ngapain udah angkat piala nya duluan hahahahahhhhh,skylar ga ngapain udah angkat piala nya duluan hahahahahhhhh,"['skylar', 'ga', 'ngapain', 'udah', 'angkat', 'piala', 'nya', 'duluan', 'hahahahahhhhh']","['skylar', 'tidak', 'ngapain', 'udah', 'angkat', 'piala', 'nya', 'duluan', 'hahahahahhhhh']",Non-Toxic
"Gw tau motivasi mreka knp bisa menang yaki  dah valin ni A1 😁, ""klo kalah bkal masuk RRq"" jadi mreka g mau kalah takut di masukin Rrq",Gw tau motivasi mreka knp bisa menang yaki dah valin ni A klo kalah bkal masuk RRq jadi mreka g mau kalah takut di masukin Rrq,gw tau motivasi mreka knp bisa menang yaki dah valin ni a klo kalah bkal masuk rrq jadi mreka g mau kalah takut di masukin rrq,"['gw', 'tau', 'motivasi', 'mreka', 'knp', 'bisa', 'menang', 'yaki', 'dah', 'valin', 'ni', 'a', 'klo', 'kalah', 'bkal', 'masuk', 'rrq', 'jadi', 'mreka', 'g', 'mau', 'kalah', 'takut', 'di', 'masukin', 'rrq']","['gue', 'tau', 'motivasi', 'mreka', 'knp', 'bisa', 'menang', 'yaki', 'sudah', 'valin', 'ni', 'a', 'klo', 'kalah', 'bkal', 'masuk', 'rrq', 'jadi', 'mreka', 'g', 'mau', 'kalah', 'takut', 'di', 'masukin', 'rrq']",Non-Toxic
Tumben kutukan playoffs nggak berlaku 🗿,Tumben kutukan playoffs nggak berlaku,tumben kutukan playoffs nggak berlaku,"['tumben', 'kutukan', 'playoffs', 'nggak', 'berlaku']","['tumben', 'kutukan', 'playoffs', 'tidak', 'berlaku']",Non-Toxic
Sukur dah gg btr . Ga ada dominasi mpl id di onic teruss,Sukur dah gg btr Ga ada dominasi mpl id di onic teruss,sukur dah gg btr ga ada dominasi mpl id di onic teruss,"['sukur', 'dah', 'gg', 'btr', 'ga', 'ada', 'dominasi', 'mpl', 'id', 'di', 'onic', 'teruss']","['sukur', 'sudah', 'gg', 'btr', 'tidak', 'ada', 'dominasi', 'mpl', 'id', 'di', 'onic', 'teruss']",Non-Toxic
Yah nangis minimal kaya btr tim Indonesia yang divisinya masuk ewc semua,Yah nangis minimal kaya btr tim Indonesia yang divisinya masuk ewc semua,yah nangis minimal kaya btr tim indonesia yang divisinya masuk ewc semua,"['yah', 'nangis', 'minimal', 'kaya', 'btr', 'tim', 'indonesia', 'yang', 'divisinya', 'masuk', 'ewc', 'semua']","['yah', 'nangis', 'minimal', 'kaya', 'btr', 'tim', 'indonesia', 'yang', 'divisinya', 'masuk', 'ewc', 'semua']",Non-Toxic
​ @its_evos_time  nangis apalah karbit karbit noh liat keadaan sonic malah seneng mereka😂😂😂,nangis apalah karbit karbit noh liat keadaan sonic malah seneng mereka,nangis apalah karbit karbit noh liat keadaan sonic malah seneng mereka,"['nangis', 'apalah', 'karbit', 'karbit', 'noh', 'liat', 'keadaan', 'sonic', 'malah', 'seneng', 'mereka']","['nangis', 'apalah', 'karbit', 'karbit', 'noh', 'liat', 'keadaan', 'sonic', 'malah', 'seneng', 'mereka']",Non-Toxic
Curang mereka bawa hertod🗿🗿,Curang mereka bawa hertod,curang mereka bawa hertod,"['curang', 'mereka', 'bawa', 'hertod']","['curang', 'mereka', 'bawa', 'hertod']",Non-Toxic
Sanz gak bacot lagi haha,Sanz gak bacot lagi haha,sanz gak bacot lagi haha,"['sanz', 'gak', 'bacot', 'lagi', 'haha']","['sanz', 'tidak', 'bacot', 'lagi', 'haha']",Toxic
Nunggu hertod nganalisi gameplay yg dia buat🗿,Nunggu hertod nganalisi gameplay yg dia buat,nunggu hertod nganalisi gameplay yg dia buat,"['nunggu', 'hertod', 'nganalisi', 'gameplay', 'yg', 'dia', 'buat']","['nunggu', 'hertod', 'nganalisi', 'gameplay', 'yang', 'dia', 'buat']",Non-Toxic
Real INDO.. PH PULANG DH G DA HARAPAN DI INDO,Real INDO PH PULANG DH G DA HARAPAN DI INDO,real indo ph pulang dh g da harapan di indo,"['real', 'indo', 'ph', 'pulang', 'dh', 'g', 'da', 'harapan', 'di', 'indo']","['real', 'indo', 'ph', 'pulang', 'dh', 'g', 'da', 'harapan', 'di', 'indo']",Non-Toxic
Stop jangan bilang kelinci percobaan 😊 ini sekarang robot bukan kelinci,Stop jangan bilang kelinci percobaan ini sekarang robot bukan kelinci,stop jangan bilang kelinci percobaan ini sekarang robot bukan kelinci,"['stop', 'jangan', 'bilang', 'kelinci', 'percobaan', 'ini', 'sekarang', 'robot', 'bukan', 'kelinci']","['stop', 'jangan', 'bilang', 'kelinci', 'percobaan', 'ini', 'sekarang', 'robot', 'bukan', 'kelinci']",Non-Toxic
trio mid onic bapuk parah sanz under perform parah sama si kiboy under parah,trio mid onic bapuk parah sanz under perform parah sama si kiboy under parah,trio mid onic bapuk parah sanz under perform parah sama si kiboy under parah,"['trio', 'mid', 'onic', 'bapuk', 'parah', 'sanz', 'under', 'perform', 'parah', 'sama', 'si', 'kiboy', 'under', 'parah']","['trio', 'mid', 'onic', 'bapuk', 'parah', 'sanz', 'under', 'perform', 'parah', 'sama', 'si', 'kiboy', 'under', 'parah']",Toxic
Akhirnya onic merasakan yang AE rasakan😂,Akhirnya onic merasakan yang AE rasakan,akhirnya onic merasakan yang ae rasakan,"['akhirnya', 'onic', 'merasakan', 'yang', 'ae', 'rasakan']","['akhirnya', 'onic', 'merasakan', 'yang', 'ae', 'rasakan']",Non-Toxic
Onic baik banget ya ngasih Juara,Onic baik banget ya ngasih Juara,onic baik banget ya ngasih juara,"['onic', 'baik', 'banget', 'ya', 'ngasih', 'juara']","['onic', 'baik', 'banget', 'ya', 'ngasih', 'juara']",Non-Toxic
Btr menggila,Btr menggila,btr menggila,"['btr', 'menggila']","['btr', 'menggila']",Non-Toxic
"tau kan alasan bukan onic yg dipilih Timnas, hasilnya uda ketebak dari sini haha pokenic",tau kan alasan bukan onic yg dipilih Timnas hasilnya uda ketebak dari sini haha pokenic,tau kan alasan bukan onic yg dipilih timnas hasilnya uda ketebak dari sini haha pokenic,"['tau', 'kan', 'alasan', 'bukan', 'onic', 'yg', 'dipilih', 'timnas', 'hasilnya', 'uda', 'ketebak', 'dari', 'sini', 'haha', 'pokenic']","['tau', 'kan', 'alasan', 'bukan', 'onic', 'yang', 'dipilih', 'timnas', 'hasilnya', 'uda', 'ketebak', 'dari', 'sini', 'haha', 'pokenic']",Non-Toxic
"Oi Tod, gw tau elu di upper bracket sengaja kalah kan biar baca strategi onic,terus ngbanti dari lower dan juara mpl s17😊",Oi Tod gw tau elu di upper bracket sengaja kalah kan biar baca strategi onicterus ngbanti dari lower dan juara mpl s,oi tod gw tau elu di upper bracket sengaja kalah kan biar baca strategi onicterus ngbanti dari lower dan juara mpl s,"['oi', 'tod', 'gw', 'tau', 'elu', 'di', 'upper', 'bracket', 'sengaja', 'kalah', 'kan', 'biar', 'baca', 'strategi', 'onicterus', 'ngbanti', 'dari', 'lower', 'dan', 'juara', 'mpl', 's']","['oi', 'tod', 'gue', 'tau', 'elu', 'di', 'upper', 'bracket', 'sengaja', 'kalah', 'kan', 'biar', 'baca', 'strategi', 'onicterus', 'ngbanti', 'dari', 'lower', 'dan', 'juara', 'mpl', 's']",Non-Toxic
Akhirnya Eman bisa juara mpl,Akhirnya Eman bisa juara mpl,akhirnya eman bisa juara mpl,"['akhirnya', 'eman', 'bisa', 'juara', 'mpl']","['akhirnya', 'eman', 'bisa', 'juara', 'mpl']",Non-Toxic
Gw yakin ini gara2 analis hertod😂,Gw yakin ini gara analis hertod,gw yakin ini gara analis hertod,"['gw', 'yakin', 'ini', 'gara', 'analis', 'hertod']","['gue', 'yakin', 'ini', 'gara', 'analis', 'hertod']",Non-Toxic
Gila BTR 🎉,Gila BTR,gila btr,"['gila', 'btr']","['gila', 'btr']",Non-Toxic
"Kali ini , moreno lebih baik dari pada sans 😂😂",Kali ini moreno lebih baik dari pada sans,kali ini moreno lebih baik dari pada sans,"['kali', 'ini', 'moreno', 'lebih', 'baik', 'dari', 'pada', 'sans']","['kali', 'ini', 'moreno', 'lebih', 'baik', 'dari', 'pada', 'sans']",Non-Toxic
"Keknya bener bagusan eman deh dripada kelra, eman meskipun timnya btr dari season2 sebelumnya kek begitu dia tetep stabil performanya
Ph kenapa biarin eman pergi ke btr yah, padahal masih prime.",Keknya bener bagusan eman deh dripada kelra eman meskipun timnya btr dari season sebelumnya kek begitu dia tetep stabil performanya Ph kenapa biarin eman pergi ke btr yah padahal masih prime,keknya bener bagusan eman deh dripada kelra eman meskipun timnya btr dari season sebelumnya kek begitu dia tetep stabil performanya ph kenapa biarin eman pergi ke btr yah padahal masih prime,"['keknya', 'bener', 'bagusan', 'eman', 'deh', 'dripada', 'kelra', 'eman', 'meskipun', 'timnya', 'btr', 'dari', 'season', 'sebelumnya', 'kek', 'begitu', 'dia', 'tetep', 'stabil', 'performanya', 'ph', 'kenapa', 'biarin', 'eman', 'pergi', 'ke', 'btr', 'yah', 'padahal', 'masih', 'prime']","['keknya', 'bener', 'bagusan', 'eman', 'deh', 'dripada', 'kelra', 'eman', 'meskipun', 'timnya', 'btr', 'dari', 'season', 'sebelumnya', 'kek', 'begitu', 'dia', 'tetep', 'stabil', 'performanya', 'ph', 'kenapa', 'biarin', 'eman', 'pergi', 'ke', 'btr', 'yah', 'padahal', 'masih', 'prime']",Non-Toxic
Hertod gamau upload yt kah juara mpl ?,Hertod gamau upload yt kah juara mpl,hertod gamau upload yt kah juara mpl,"['hertod', 'gamau', 'upload', 'yt', 'kah', 'juara', 'mpl']","['hertod', 'gamau', 'upload', 'yt', 'kah', 'juara', 'mpl']",Non-Toxic
Onic terlalu meremehkan BTR...... mana goldlaner standar mpl? mantep BTR... congratz...,Onic terlalu meremehkan BTR mana goldlaner standar mpl mantep BTR congratz,onic terlalu meremehkan btr mana goldlaner standar mpl mantep btr congratz,"['onic', 'terlalu', 'meremehkan', 'btr', 'mana', 'goldlaner', 'standar', 'mpl', 'mantep', 'btr', 'congratz']","['onic', 'terlalu', 'meremehkan', 'btr', 'mana', 'goldlaner', 'standar', 'mpl', 'mantap', 'btr', 'congratz']",Non-Toxic
Msc kita liat btr berkutik kah kena si tlph dan falcons,Msc kita liat btr berkutik kah kena si tlph dan falcons,msc kita liat btr berkutik kah kena si tlph dan falcons,"['msc', 'kita', 'liat', 'btr', 'berkutik', 'kah', 'kena', 'si', 'tlph', 'dan', 'falcons']","['msc', 'kita', 'liat', 'btr', 'berkutik', 'kah', 'kena', 'si', 'tlph', 'dan', 'falcons']",Non-Toxic
Btr juara karena rrq wkwkwk😅,Btr juara karena rrq wkwkwk,btr juara karena rrq wkwkwk,"['btr', 'juara', 'karena', 'rrq', 'wkwkwk']","['btr', 'juara', 'karena', 'rrq', 'wkwkwk']",Non-Toxic
Walau gua sonic kehadiran hertod bawa impact jir bagi btr🗿 GG BTR NT ONIC CONGRATS BTR JUARA MPL ID S17 SALAM SONIC💛,Walau gua sonic kehadiran hertod bawa impact jir bagi btr GG BTR NT ONIC CONGRATS BTR JUARA MPL ID S SALAM SONIC,walau gua sonic kehadiran hertod bawa impact jir bagi btr gg btr nt onic congrats btr juara mpl id s salam sonic,"['walau', 'gua', 'sonic', 'kehadiran', 'hertod', 'bawa', 'impact', 'jir', 'bagi', 'btr', 'gg', 'btr', 'nt', 'onic', 'congrats', 'btr', 'juara', 'mpl', 'id', 's', 'salam', 'sonic']","['walau', 'gue', 'sonic', 'kehadiran', 'hertod', 'bawa', 'impact', 'jir', 'bagi', 'btr', 'gg', 'btr', 'nt', 'onic', 'congrats', 'btr', 'juara', 'mpl', 'id', 's', 'salam', 'sonic']",Non-Toxic
Wkwkwk tu liat onic walau runner up masih ketawa mereka 🗿🗿,Wkwkwk tu liat onic walau runner up masih ketawa mereka,wkwkwk tu liat onic walau runner up masih ketawa mereka,"['wkwkwk', 'tu', 'liat', 'onic', 'walau', 'runner', 'up', 'masih', 'ketawa', 'mereka']","['wkwkwk', 'tu', 'liat', 'onic', 'walau', 'runner', 'up', 'masih', 'ketawa', 'mereka']",Non-Toxic
"Lah Kiboy aja bilang BTR deserve juara, lu masih aja bilang ONIC ngasih juara",Lah Kiboy aja bilang BTR deserve juara lu masih aja bilang ONIC ngasih juara,lah kiboy aja bilang btr deserve juara lu masih aja bilang onic ngasih juara,"['lah', 'kiboy', 'aja', 'bilang', 'btr', 'deserve', 'juara', 'lu', 'masih', 'aja', 'bilang', 'onic', 'ngasih', 'juara']","['lah', 'kiboy', 'saja', 'bilang', 'btr', 'deserve', 'juara', 'lu', 'masih', 'saja', 'bilang', 'onic', 'ngasih', 'juara']",Non-Toxic
king hertod sedang memasak bung,king hertod sedang memasak bung,king hertod sedang memasak bung,"['king', 'hertod', 'sedang', 'memasak', 'bung']","['king', 'hertod', 'sedang', 'memasak', 'bung']",Non-Toxic
Dikasih biar ga bosan,Dikasih biar ga bosan,dikasih biar ga bosan,"['dikasih', 'biar', 'ga', 'bosan']","['dikasih', 'biar', 'tidak', 'bosan']",Non-Toxic
Tahunnya BTR gila semua divisi lolos EWC kecuali BTRM,Tahunnya BTR gila semua divisi lolos EWC kecuali BTRM,tahunnya btr gila semua divisi lolos ewc kecuali btrm,"['tahunnya', 'btr', 'gila', 'semua', 'divisi', 'lolos', 'ewc', 'kecuali', 'btrm']","['tahunnya', 'btr', 'gila', 'semua', 'divisi', 'lolos', 'ewc', 'kecuali', 'btrm']",Non-Toxic
"Kirain bakal ada sesi panelis ngomong terus ranger emas ngomong biiiiiigetron, akan mengukir sejarahhhhj",Kirain bakal ada sesi panelis ngomong terus ranger emas ngomong biiiiiigetron akan mengukir sejarahhhhj,kirain bakal ada sesi panelis ngomong terus ranger emas ngomong biiiiiigetron akan mengukir sejarahhhhj,"['kirain', 'bakal', 'ada', 'sesi', 'panelis', 'ngomong', 'terus', 'ranger', 'emas', 'ngomong', 'biiiiiigetron', 'akan', 'mengukir', 'sejarahhhhj']","['kirain', 'bakal', 'ada', 'sesi', 'panelis', 'ngomong', 'terus', 'ranger', 'emas', 'ngomong', 'biiiiiigetron', 'akan', 'mengukir', 'sejarahhhhj']",Non-Toxic
Congratulations BTR🥳,Congratulations BTR,congratulations btr,"['congratulations', 'btr']","['congratulations', 'btr']",Non-Toxic
Akhirnya BTR juara.. udah sekian lama,Akhirnya BTR juara udah sekian lama,akhirnya btr juara udah sekian lama,"['akhirnya', 'btr', 'juara', 'udah', 'sekian', 'lama']","['akhirnya', 'btr', 'juara', 'udah', 'sekian', 'lama']",Non-Toxic
"Onik ggl juara 😢
Di atas langit masih ada btr😂",Onik ggl juara Di atas langit masih ada btr,onik ggl juara di atas langit masih ada btr,"['onik', 'ggl', 'juara', 'di', 'atas', 'langit', 'masih', 'ada', 'btr']","['onik', 'ggl', 'juara', 'di', 'atas', 'langit', 'masih', 'ada', 'btr']",Non-Toxic
Puas bgt liat nael bantai mantan tim nya yang buang dia 😂,Puas bgt liat nael bantai mantan tim nya yang buang dia,puas bgt liat nael bantai mantan tim nya yang buang dia,"['puas', 'bgt', 'liat', 'nael', 'bantai', 'mantan', 'tim', 'nya', 'yang', 'buang', 'dia']","['puas', 'banget', 'liat', 'nael', 'bantai', 'mantan', 'tim', 'nya', 'yang', 'buang', 'dia']",Non-Toxic
Yakin ewc milik indo pride ❤❤,Yakin ewc milik indo pride,yakin ewc milik indo pride,"['yakin', 'ewc', 'milik', 'indo', 'pride']","['yakin', 'ewc', 'milik', 'indo', 'pride']",Non-Toxic
Congratulations btr,Congratulations btr,congratulations btr,"['congratulations', 'btr']","['congratulations', 'btr']",Non-Toxic
"Jadi gini tod, Gw nemu piala random di lemari gw 🗿",Jadi gini tod Gw nemu piala random di lemari gw,jadi gini tod gw nemu piala random di lemari gw,"['jadi', 'gini', 'tod', 'gw', 'nemu', 'piala', 'random', 'di', 'lemari', 'gw']","['jadi', 'gini', 'tod', 'gue', 'nemu', 'piala', 'random', 'di', 'lemari', 'gue']",Non-Toxic
moreno sumpah cok GG parah,moreno sumpah cok GG parah,moreno sumpah cok gg parah,"['moreno', 'sumpah', 'cok', 'gg', 'parah']","['moreno', 'sumpah', 'cok', 'gg', 'parah']",Toxic
"GG sih BTR, pemutus liga tani",GG sih BTR pemutus liga tani,gg sih btr pemutus liga tani,"['gg', 'sih', 'btr', 'pemutus', 'liga', 'tani']","['gg', 'sih', 'btr', 'pemutus', 'liga', 'tani']",Non-Toxic
awokwokwok kelraaaa kesayangan caster😂,awokwokwok kelraaaa kesayangan caster,awokwokwok kelraaaa kesayangan caster,"['awokwokwok', 'kelraaaa', 'kesayangan', 'caster']","['awokwokwok', 'kelraaaa', 'kesayangan', 'caster']",Non-Toxic
final tergokil,final tergokil,final tergokil,"['final', 'tergokil']","['final', 'tergokil']",Non-Toxic
"GG BUAT BTR, NT ONIC KUU👏",GG BUAT BTR NT ONIC KUU,gg buat btr nt onic kuu,"['gg', 'buat', 'btr', 'nt', 'onic', 'kuu']","['gg', 'buat', 'btr', 'nt', 'onic', 'kuu']",Non-Toxic
Match kali ini seru banget,Match kali ini seru banget,match kali ini seru banget,"['match', 'kali', 'ini', 'seru', 'banget']","['match', 'kali', 'ini', 'seru', 'banget']",Non-Toxic
🎉🎉🎉🎉🎉 congrats btr,congrats btr,congrats btr,"['congrats', 'btr']","['congrats', 'btr']",Non-Toxic
Hertod pakai gemplay aurora,Hertod pakai gemplay aurora,hertod pakai gemplay aurora,"['hertod', 'pakai', 'gemplay', 'aurora']","['hertod', 'pakai', 'gemplay', 'aurora']",Non-Toxic
